"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/sagedusloa-taotlemine-ja-andmine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/numbriluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/numbriluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"https://www.riigiteataja.ee/akt/130122014007";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/digitaalallkiri/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/digitaalallkiri/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Side ja meedia";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/meediateenused/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/meediateenused/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/maarused-3/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohutustunnistus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/vedurijuhiluba-ja-sertifikaat/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Liiklus ja liiklusvahendid";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/labilaskevoime-jaotamine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/tegutsemise-ohutustunnistus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/ehitusluba/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kirjalik-nousolek";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://tja.ee/raudtee-registreerimine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Riigilõivud / Maksud";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Toetus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Epost.rahulolu";0;"Epost";"rahulolu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/public/Laeva_registreerimine_Eesti_lipu_alla_2015.pdf";"Epost.rahulolu";0;"Epost";"rahulolu"
"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/navigatsioonimarkide-andmekogu/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Riigi infosüsteemide kasutamine";"Liitumine / Registreerumine";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.ria.ee/x-tee-keskkonnad/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Riigi infosüsteemide kasutamine";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.ria.ee/dokumendivahetus/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Riigi infosüsteemide kasutamine";"Interaktiivne infoteenus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"http://www.id.ee/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Riigi infosüsteemide kasutamine";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Riigi Infosüsteemi Amet (RIA)";"Kliendile tasuta";"https://www.ria.ee/turvaintsidendist-teavitamine/";"Epost.rahulolu";0;"Epost";"rahulolu"
"Transport";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/?id=16544";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27112";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27124";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=27125";"Epost.rahulolu";0;"Epost";"rahulolu"
"Side ja meedia";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.konkurentsiamet.ee/index.php?id=11084";"Epost.rahulolu";0;"Epost";"rahulolu"
"Eluase";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.konkurentsiamet.ee/index.php?id=18324";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Energeetika";"Liitumine / Registreerumine";"Justiitsministeeriumi haldusala";"Konkurentsiamet";"Kliendile tasuta";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198931";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.rahulolu";0;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"hm@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.rahulolu";NA;"Epost";"rahulolu"
"Arhiivindus";"Konsultatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/noustamine/";"Epost.rahulolu";NA;"Epost";"rahulolu"
